avpt,CCO,perFo
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0,8,0
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.25,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.5,8,0.25
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
0.75,8,0.5
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1,8,0.75
1.25,8,0.75
1.25,8,0.75
1.25,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.5,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.25,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
2.5,8,0.75
